,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
refineri,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
rodessa,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
oak,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
gregg,18,16,2,5.224311624383604e-05,6.423458470333658e-05,2.0952061682869596e-05
slow,18,11,7,5.224311624383604e-05,4.41612769835439e-05,7.333221589004358e-05
mcclure,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
nearli,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
dcenterfont,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
amp,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
tracker,18,7,11,5.224311624383604e-05,2.8102630807709757e-05,0.00011523633925578277
ripley,18,16,2,5.224311624383604e-05,6.423458470333658e-05,2.0952061682869596e-05
aerofoam,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
cc,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
cool,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
cartier,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
destin,18,7,11,5.224311624383604e-05,2.8102630807709757e-05,0.00011523633925578277
workshop,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
compat,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
anthoni,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
kri,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
appetit,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
van,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
independ,18,5,13,5.224311624383604e-05,2.0073307719792683e-05,0.00013618840093865237
injuri,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
compendia,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
kenton,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
melba,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
jefferson,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
shirt,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
faith,18,8,10,5.224311624383604e-05,3.211729235166829e-05,0.00010476030841434797
gate,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
damag,18,10,8,5.224311624383604e-05,4.014661543958537e-05,8.380824673147838e-05
infect,18,1,17,5.224311624383604e-05,4.014661543958536e-06,0.00017809252430439154
buck,18,6,12,5.224311624383604e-05,2.408796926375122e-05,0.00012571237009721757
warranti,18,1,17,5.224311624383604e-05,4.014661543958536e-06,0.00017809252430439154
evid,18,16,2,5.224311624383604e-05,6.423458470333658e-05,2.0952061682869596e-05
anxieti,18,1,17,5.224311624383604e-05,4.014661543958536e-06,0.00017809252430439154
miningnew,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
beneficiari,18,1,17,5.224311624383604e-05,4.014661543958536e-06,0.00017809252430439154
simul,18,4,14,5.224311624383604e-05,1.6058646175834145e-05,0.00014666443178008715
strength,18,10,8,5.224311624383604e-05,4.014661543958537e-05,8.380824673147838e-05
bia,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
ibm,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
pine,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
speedway,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
griffith,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
bottl,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
mr,18,1,17,5.224311624383604e-05,4.014661543958536e-06,0.00017809252430439154
sand,18,6,12,5.224311624383604e-05,2.408796926375122e-05,0.00012571237009721757
laid,18,4,14,5.224311624383604e-05,1.6058646175834145e-05,0.00014666443178008715
superb,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
bingo,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
incorpor,18,11,7,5.224311624383604e-05,4.41612769835439e-05,7.333221589004358e-05
defici,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
marri,18,4,14,5.224311624383604e-05,1.6058646175834145e-05,0.00014666443178008715
ofthi,18,10,8,5.224311624383604e-05,4.014661543958537e-05,8.380824673147838e-05
await,18,8,10,5.224311624383604e-05,3.211729235166829e-05,0.00010476030841434797
hereto,18,9,9,5.224311624383604e-05,3.613195389562683e-05,9.428427757291318e-05
ascii,18,4,14,5.224311624383604e-05,1.6058646175834145e-05,0.00014666443178008715
airlin,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
oklahoma,18,7,11,5.224311624383604e-05,2.8102630807709757e-05,0.00011523633925578277
catalogu,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
silicon,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
dinner,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
comic,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
chines,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
fcv,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
hilcorp,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
hpll,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
tune,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
surviv,18,13,5,5.224311624383604e-05,5.219060007146097e-05,5.2380154207173984e-05
institut,18,8,10,5.224311624383604e-05,3.211729235166829e-05,0.00010476030841434797
cumul,18,14,4,5.224311624383604e-05,5.6205261615419515e-05,4.190412336573919e-05
isra,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
garcia,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
persist,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
pour,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
tree,18,6,12,5.224311624383604e-05,2.408796926375122e-05,0.00012571237009721757
harrison,18,16,2,5.224311624383604e-05,6.423458470333658e-05,2.0952061682869596e-05
paypal,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
decad,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
sordo,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
northern,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
matthew,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
peak,18,14,4,5.224311624383604e-05,5.6205261615419515e-05,4.190412336573919e-05
favorit,18,10,8,5.224311624383604e-05,4.014661543958537e-05,8.380824673147838e-05
calgari,18,5,13,5.224311624383604e-05,2.0073307719792683e-05,0.00013618840093865237
wood,18,11,7,5.224311624383604e-05,4.41612769835439e-05,7.333221589004358e-05
ice,18,6,12,5.224311624383604e-05,2.408796926375122e-05,0.00012571237009721757
beyond,18,11,7,5.224311624383604e-05,4.41612769835439e-05,7.333221589004358e-05
dat,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
alex,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
roxann,17,1,16,4.934072089695626e-05,4.014661543958536e-06,0.00016761649346295676
wehav,17,11,6,4.934072089695626e-05,4.41612769835439e-05,6.285618504860878e-05
relev,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
nationa,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
moder,17,5,12,4.934072089695626e-05,2.0073307719792683e-05,0.00012571237009721757
kinder,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
godpar,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
certifi,17,1,16,4.934072089695626e-05,4.014661543958536e-06,0.00016761649346295676
bobenron,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
orlean,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
gte,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
loudspeak,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
plug,17,5,12,4.934072089695626e-05,2.0073307719792683e-05,0.00012571237009721757
vou,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
architect,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
bcamp,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
saxet,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
dia,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
killer,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
rfp,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
christin,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
lynn,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
ground,17,4,13,4.934072089695626e-05,1.6058646175834145e-05,0.00013618840093865237
knox,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
donat,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
pymt,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
choral,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
dont,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
commerc,17,6,11,4.934072089695626e-05,2.408796926375122e-05,0.00011523633925578277
staab,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
sky,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
spl,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
bav,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
lossthank,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
subtot,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
buoy,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
router,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
ihav,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
shi,17,6,11,4.934072089695626e-05,2.408796926375122e-05,0.00011523633925578277
alia,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
compart,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
divis,17,4,13,4.934072089695626e-05,1.6058646175834145e-05,0.00013618840093865237
sql,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
supervisor,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
bear,17,6,11,4.934072089695626e-05,2.408796926375122e-05,0.00011523633925578277
conner,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
edmund,17,1,16,4.934072089695626e-05,4.014661543958536e-06,0.00016761649346295676
pound,17,4,13,4.934072089695626e-05,1.6058646175834145e-05,0.00013618840093865237
upwith,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
fan,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
restor,17,6,11,4.934072089695626e-05,2.408796926375122e-05,0.00011523633925578277
cottonwood,17,2,15,4.934072089695626e-05,8.029323087917072e-06,0.00015714046262152196
demagnifi,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
instrument,17,7,10,4.934072089695626e-05,2.8102630807709757e-05,0.00010476030841434797
bibl,17,12,5,4.934072089695626e-05,4.817593852750244e-05,5.2380154207173984e-05
sam,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
wall,17,8,9,4.934072089695626e-05,3.211729235166829e-05,9.428427757291318e-05
recruit,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
push,17,9,8,4.934072089695626e-05,3.613195389562683e-05,8.380824673147838e-05
bind,17,8,9,4.934072089695626e-05,3.211729235166829e-05,9.428427757291318e-05
shannon,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
cartoon,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
trademark,17,8,9,4.934072089695626e-05,3.211729235166829e-05,9.428427757291318e-05
roo,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
kemp,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
jersey,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
dosag,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
polit,17,9,8,4.934072089695626e-05,3.613195389562683e-05,8.380824673147838e-05
oniin,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
iii,17,10,7,4.934072089695626e-05,4.014661543958537e-05,7.333221589004358e-05
acock,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
dupont,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
beth,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
cp,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
pubiic,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
daime,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
adipex,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
renew,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
redraft,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
carla,17,16,1,4.934072089695626e-05,6.423458470333658e-05,1.0476030841434798e-05
osborn,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
dent,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
interpret,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
speaker,17,4,13,4.934072089695626e-05,1.6058646175834145e-05,0.00013618840093865237
lotto,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
creativ,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
woodland,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
biospher,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
freedom,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
pink,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
hedg,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
orgasm,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
factual,17,1,16,4.934072089695626e-05,4.014661543958536e-06,0.00016761649346295676
jacquelin,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
sideback,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
teach,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
trailer,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
isnot,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
accrual,17,14,3,4.934072089695626e-05,5.6205261615419515e-05,3.142809252430439e-05
gray,17,13,4,4.934072089695626e-05,5.219060007146097e-05,4.190412336573919e-05
tonya,17,15,2,4.934072089695626e-05,6.021992315937805e-05,2.0952061682869596e-05
serverwindow,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
lookingstat,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
washington,17,12,5,4.934072089695626e-05,4.817593852750244e-05,5.2380154207173984e-05
laport,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
piac,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
apric,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
wors,17,12,5,4.934072089695626e-05,4.817593852750244e-05,5.2380154207173984e-05
degrad,17,3,14,4.934072089695626e-05,1.204398463187561e-05,0.00014666443178008715
attl,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
onlook,17,0,17,4.934072089695626e-05,0.0,0.00017809252430439154
txmelissa,17,17,0,4.934072089695626e-05,6.824924624729513e-05,0.0
ballot,16,9,7,4.643832555007648e-05,3.613195389562683e-05,7.333221589004358e-05
radio,16,5,11,4.643832555007648e-05,2.0073307719792683e-05,0.00011523633925578277
sustain,16,4,12,4.643832555007648e-05,1.6058646175834145e-05,0.00012571237009721757
retroact,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
bypass,16,10,6,4.643832555007648e-05,4.014661543958537e-05,6.285618504860878e-05
ich,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
eventu,16,8,8,4.643832555007648e-05,3.211729235166829e-05,8.380824673147838e-05
accumul,16,2,14,4.643832555007648e-05,8.029323087917072e-06,0.00014666443178008715
eogresourc,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
eas,16,1,15,4.643832555007648e-05,4.014661543958536e-06,0.00015714046262152196
havebeen,16,9,7,4.643832555007648e-05,3.613195389562683e-05,7.333221589004358e-05
partial,16,9,7,4.643832555007648e-05,3.613195389562683e-05,7.333221589004358e-05
possess,16,9,7,4.643832555007648e-05,3.613195389562683e-05,7.333221589004358e-05
insitara,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
tradit,16,12,4,4.643832555007648e-05,4.817593852750244e-05,4.190412336573919e-05
camden,16,13,3,4.643832555007648e-05,5.219060007146097e-05,3.142809252430439e-05
anymor,16,9,7,4.643832555007648e-05,3.613195389562683e-05,7.333221589004358e-05
stipul,16,3,13,4.643832555007648e-05,1.204398463187561e-05,0.00013618840093865237
tank,16,4,12,4.643832555007648e-05,1.6058646175834145e-05,0.00012571237009721757
divid,16,4,12,4.643832555007648e-05,1.6058646175834145e-05,0.00012571237009721757
gallantri,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
coral,16,15,1,4.643832555007648e-05,6.021992315937805e-05,1.0476030841434798e-05
thismessag,16,7,9,4.643832555007648e-05,2.8102630807709757e-05,9.428427757291318e-05
unresolv,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
menu,16,12,4,4.643832555007648e-05,4.817593852750244e-05,4.190412336573919e-05
brcc,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
htmimg,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
stake,16,2,14,4.643832555007648e-05,8.029323087917072e-06,0.00014666443178008715
psalm,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
formal,16,11,5,4.643832555007648e-05,4.41612769835439e-05,5.2380154207173984e-05
goron,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
detect,16,5,11,4.643832555007648e-05,2.0073307719792683e-05,0.00011523633925578277
expans,16,3,13,4.643832555007648e-05,1.204398463187561e-05,0.00013618840093865237
arrow,16,3,13,4.643832555007648e-05,1.204398463187561e-05,0.00013618840093865237
neuner,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
anger,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
oppos,16,12,4,4.643832555007648e-05,4.817593852750244e-05,4.190412336573919e-05
canopi,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
mke,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
themethanol,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
talent,16,13,3,4.643832555007648e-05,5.219060007146097e-05,3.142809252430439e-05
tadalafil,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
meantim,16,13,3,4.643832555007648e-05,5.219060007146097e-05,3.142809252430439e-05
basketbal,16,13,3,4.643832555007648e-05,5.219060007146097e-05,3.142809252430439e-05
race,16,3,13,4.643832555007648e-05,1.204398463187561e-05,0.00013618840093865237
stopdistributorjebel,16,0,16,4.643832555007648e-05,0.0,0.00016761649346295676
remedi,16,10,6,4.643832555007648e-05,4.014661543958537e-05,6.285618504860878e-05
iwon,16,16,0,4.643832555007648e-05,6.423458470333658e-05,0.0
refund,16,5,11,4.643832555007648e-05,2.0073307719792683e-05,0.00011523633925578277
ican,16,14,2,4.643832555007648e-05,5.6205261615419515e-05,2.0952061682869596e-05
cox,16,11,5,4.643832555007648e-05,4.41612769835439e-05,5.2380154207173984e-05
roy,16,5,11,4.643832555007648e-05,2.0073307719792683e-05,0.00011523633925578277
